[2025-03-11 15:01:44.576160] [171420] [debug] init_provider started
[2025-03-11 15:01:44.576477] [171420] [info] Found kernel with version 5.14.0-503
[2025-03-11 15:01:44.576496] [171420] [info] chdir_optimization_enabled config value: true
[2025-03-11 15:01:44.576510] [171420] [info] uprobes_enabled_backported_kernel config value: false
[2025-03-11 15:01:44.576556] [171420] [info] tcp_v6_accept kprobes config value: true
[2025-03-11 15:01:44.576590] [171420] [info] tcp_v6_connect kprobes config value: true
[2025-03-11 15:01:44.576624] [171420] [info] tcp_v4_accept ebpf config value: true
[2025-03-11 15:01:44.576659] [171420] [info] tcp_v4_connect ebpf config value: true
[2025-03-11 15:01:44.576692] [171420] [info] tcp_v6_accept ebpf config value: true
[2025-03-11 15:01:44.576725] [171420] [info] tcp_v6_connect ebpf config value: true
[2025-03-11 15:01:44.576738] [171420] [info] ebpf_allow_missing_caps config value: true
[2025-03-11 15:01:44.576756] [171420] [info] btf_num_candidates config value: 3
[2025-03-11 15:01:44.576804] [171420] [debug] cron monitor: [full path: /var/spool/cron/crontabs, host path: /var/spool/cron/crontabs, path: /var/spool/cron/crontabs] does not exist
[2025-03-11 15:01:44.576919] [171420] [info] cron monitor: initialized
[2025-03-11 15:01:44.576953] [171420] [trace] utmp entry: type=7, pid=1051007, line=pts/0, id=ts/0onecloud-admin, user=onecloud-admin, host=10.51.192.166, tv=(1725120195.511691)
[2025-03-11 15:01:58.776982] [171420] [debug] Run eBPF test for 'mounts_kern.o', 'ebpf_pivot_root', test params: /opt/sentinelone/ebpfs/test_ebpf mount --object=/opt/sentinelone/ebpfs/core/mounts_kern.o --missing-caps
[2025-03-11 15:01:58.777896] [171420] [debug] run_ebpf_test: pid 171479
[2025-03-11 15:01:58.777932] [171420] [debug] Excluding PID 171479
[2025-03-11 15:01:59.778467] [171420] [info] eBPF test for 'mounts_kern.o', 'ebpf_pivot_root' pass successfully
[2025-03-11 15:01:59.778503] [171420] [debug] Initializing event ebpf_pivot_root
[2025-03-11 15:01:59.778512] [171420] [debug] get_supported_ebpf_object: called for 'ebpf_pivot_root' type
[2025-03-11 15:01:59.778515] [171420] [debug] perf_ebpf_object::init_hooks: called for ebpf_pivot_root
[2025-03-11 15:01:59.802398] [171420] [debug] Creating kprobe for 'is_path_reachable', using dynamic_pmu approach
[2025-03-11 15:01:59.823390] [171420] [debug] Creating kprobe for 'security_sb_pivotroot', using dynamic_pmu approach
[2025-03-11 15:01:59.823394] [171420] [info] perf_ebpf_object: initialized 2 hooks for type 'ebpf_pivot_root'
[2025-03-11 15:01:59.823428] [171420] [debug] adding sample handler for 50004
[2025-03-11 15:01:59.823434] [171420] [debug] sample handler for 50004 is already exist with 1 handlers
[2025-03-11 15:01:59.823446] [171420] [info] open_event_hooks: ebpf_pivot_root: 2 hooks
[2025-03-11 15:01:59.827546] [171420] [debug] eBPF program fd 237 attached to perf fd 244
[2025-03-11 15:01:59.831798] [171420] [debug] eBPF program fd 235 attached to perf fd 245
[2025-03-11 15:01:59.831815] [171420] [trace] Adding event of type 50004
[2025-03-11 15:01:59.831820] [171420] [trace] Added event fd 244 to main fd 20 (CPU 0)
[2025-03-11 15:01:59.831827] [171420] [trace] Adding event of type 50004
[2025-03-11 15:01:59.831830] [171420] [trace] Added event fd 245 to main fd 20 (CPU 0)
[2025-03-11 15:01:59.831838] [171420] [info] open_event_hooks: ebpf_pivot_root: 2 hooks
[2025-03-11 15:01:59.831842] [171420] [debug] hook_ebpf: handling cpu id 1 for 's1_50004_is_path_reachable_enter', creating a dummy fd
[2025-03-11 15:01:59.831845] [171420] [debug] hook_ebpf: handling cpu id 1 for 's1_50004_security_sb_pivotroot_enter', creating a dummy fd
[2025-03-11 15:01:59.831846] [171420] [trace] Adding event of type 50004
[2025-03-11 15:01:59.831850] [171420] [trace] Adding event of type 50004
[2025-03-11 15:01:59.832033] [171420] [debug] Initializing event setns
[2025-03-11 15:01:59.832042] [171420] [info] libbpf s1 constant 'dynamic_sample_enabled' set to 'enabled'
[2025-03-11 15:01:59.832050] [171420] [debug] init_ebpf_object: 'mounts' is already loaded, using same eBPF object
[2025-03-11 15:01:59.832063] [171420] [debug] Run eBPF test for 'mounts_kern.o', 'ebpf_setns', test params: /opt/sentinelone/ebpfs/test_ebpf setns --object=/opt/sentinelone/ebpfs/core/mounts_kern.o --missing-caps
[2025-03-11 15:01:59.833366] [171420] [debug] run_ebpf_test: pid 171481
[2025-03-11 15:01:59.833444] [171420] [debug] Excluding PID 171481
[2025-03-11 15:02:00.834101] [171420] [info] eBPF test for 'mounts_kern.o', 'ebpf_setns' pass successfully
[2025-03-11 15:02:00.834146] [171420] [debug] Initializing event ebpf_setns
[2025-03-11 15:02:00.834149] [171420] [debug] get_supported_ebpf_object: called for 'ebpf_setns' type
[2025-03-11 15:02:00.834152] [171420] [debug] perf_ebpf_object::init_hooks: called for ebpf_setns
[2025-03-11 15:02:00.834168] [171420] [info] perf_ebpf_object: initialized 1 hooks for type 'ebpf_setns'
[2025-03-11 15:02:00.834186] [171420] [debug] adding sample handler for 50005
[2025-03-11 15:02:00.834195] [171420] [info] open_event_hooks: ebpf_setns: 1 hooks
[2025-03-11 15:02:00.834223] [171420] [trace] raw id string: 267
[2025-03-11 15:02:00.834566] [171420] [debug] eBPF program fd 238 attached to perf fd 246
[2025-03-11 15:02:00.834575] [171420] [trace] Adding event of type 50005
[2025-03-11 15:02:00.834580] [171420] [trace] Added event fd 246 to main fd 20 (CPU 0)
[2025-03-11 15:02:00.834591] [171420] [info] open_event_hooks: ebpf_setns: 1 hooks
[2025-03-11 15:02:00.834594] [171420] [debug] hook_ebpf: handling cpu id 1 for 'sys_exit_setns', creating a dummy fd
[2025-03-11 15:02:00.834595] [171420] [trace] Adding event of type 50005
[2025-03-11 15:02:00.834614] [171420] [debug] Initializing event unshare
[2025-03-11 15:02:00.834618] [171420] [info] libbpf s1 constant 'dynamic_sample_enabled' set to 'enabled'
[2025-03-11 15:02:00.834625] [171420] [debug] init_ebpf_object: 'mounts' is already loaded, using same eBPF object
[2025-03-11 15:02:00.834642] [171420] [debug] Run eBPF test for 'mounts_kern.o', 'ebpf_unshare', test params: /opt/sentinelone/ebpfs/test_ebpf unshare --object=/opt/sentinelone/ebpfs/core/mounts_kern.o --missing-caps
[2025-03-11 15:02:00.835695] [171420] [debug] run_ebpf_test: pid 171483
[2025-03-11 15:02:00.835712] [171420] [debug] Excluding PID 171483
[2025-03-11 15:02:01.836169] [171420] [info] eBPF test for 'mounts_kern.o', 'ebpf_unshare' pass successfully
[2025-03-11 15:02:01.836233] [171420] [debug] Initializing event ebpf_unshare
[2025-03-11 15:02:01.836237] [171420] [debug] get_supported_ebpf_object: called for 'ebpf_unshare' type
[2025-03-11 15:02:01.836243] [171420] [debug] perf_ebpf_object::init_hooks: called for ebpf_unshare
[2025-03-11 15:02:01.836261] [171420] [info] perf_ebpf_object: initialized 1 hooks for type 'ebpf_unshare'
[2025-03-11 15:02:01.836279] [171420] [debug] adding sample handler for 50006
[2025-03-11 15:02:01.836314] [171420] [info] open_event_hooks: ebpf_unshare: 1 hooks
[2025-03-11 15:02:01.836342] [171420] [trace] raw id string: 119
[2025-03-11 15:02:01.836519] [171420] [debug] eBPF program fd 239 attached to perf fd 247
[2025-03-11 15:02:01.836524] [171420] [trace] Adding event of type 50006
[2025-03-11 15:02:01.836528] [171420] [trace] Added event fd 247 to main fd 20 (CPU 0)
[2025-03-11 15:02:01.836541] [171420] [info] open_event_hooks: ebpf_unshare: 1 hooks
[2025-03-11 15:02:01.836544] [171420] [debug] hook_ebpf: handling cpu id 1 for 'sys_exit_unshare', creating a dummy fd
[2025-03-11 15:02:01.836546] [171420] [trace] Adding event of type 50006
[2025-03-11 15:02:01.836562] [171420] [debug] Initializing event bash_readline
[2025-03-11 15:02:01.836566] [171420] [info] libbpf s1 constant 'dynamic_sample_enabled' set to 'enabled'
[2025-03-11 15:02:01.836634] [171420] [debug] available_versions: 5.11.0-16
[2025-03-11 15:02:01.836638] [171420] [debug] init_ebpf_object: checking version '5.11.0-16' for 'uprobe_bash_readline' eBPF
[2025-03-11 15:02:01.836998] [171420] [info] libbpf: elf: skipping unrecognized data section(25) .eh_frame
[2025-03-11 15:02:01.837006] [171420] [info] libbpf: elf: skipping relo section(26) .rel.eh_frame for section(25) .eh_frame
[2025-03-11 15:02:01.843476] [171420] [debug] hook_ebpf: section name: uretprobe//bin/bash:readline, tracefs hook name: s1_50033__readline_100_exit, ebpf_type: 50033, skip: false, event buffer type: perf
[2025-03-11 15:02:01.843693] [171420] [debug] hook_ebpf: section name: uretprobe//lib64/libreadline.so.6:readline, tracefs hook name: s1_50033__readline_101_exit, ebpf_type: 50033, skip: false, event buffer type: perf
[2025-03-11 15:02:01.843754] [171420] [info] perf_ebpf_object::make_hooks: failed to create hook uretprobe//lib64/libreadline.so.6:readline: stat failed on path: /lib64/libreadline.so.6: No such file or directory, skipping it
[2025-03-11 15:02:01.843767] [171420] [debug] hook_ebpf: section name: uretprobe//lib64/libreadline.so.7:readline, tracefs hook name: s1_50033__readline_102_exit, ebpf_type: 50033, skip: false, event buffer type: perf
[2025-03-11 15:02:01.843793] [171420] [info] perf_ebpf_object::make_hooks: failed to create hook uretprobe//lib64/libreadline.so.7:readline: stat failed on path: /lib64/libreadline.so.7: No such file or directory, skipping it
[2025-03-11 15:02:01.843797] [171420] [debug] hook_ebpf: section name: uretprobe//usr/lib64/libreadline.so.8:readline, tracefs hook name: s1_50033__readline_103_exit, ebpf_type: 50033, skip: false, event buffer type: perf
[2025-03-11 15:02:01.843902] [171420] [info] loaded eBPF object: path: /opt/sentinelone/ebpfs/5.11.0-16/bash_readline.o, name: bash_readline, programs (4), maps (4). eBPF programs: [name: bash_readline, section name: uretprobe//bin/bash:readline, insns: 48, prog_type: kprobe, fd: 253] [name: libreadline6_readline, section name: uretprobe//lib64/libreadline.so.6:readline, insns: 48, prog_type: kprobe, fd: 254] [name: libreadline7_readline, section name: uretprobe//lib64/libreadline.so.7:readline, insns: 48, prog_type: kprobe, fd: 255] [name: libreadline8_readline, section name: uretprobe//usr/lib64/libreadline.so.8:readline, insns: 48, prog_type: kprobe, fd: 256], eBPF maps: [name: s1_pex, fd: 250, type: hash, max_entries: 4194304, key_size: 4, value_size: 1] [name: s1_mex, fd: 251, type: hash, max_entries: 512, key_size: 4, value_size: 1] [name: events_map, fd: 249, type: perf_event, max_entries: 2048, key_size: 4, value_size: 4] [name: tmp_storage_map, fd: 252, type: per_cpu, max_entries: 1, key_size: 4, value_size: 4104], eBPF links:
[2025-03-11 15:02:01.843908] [171420] [info] Skipping eBPF test for 'bash_readline.o', 'ebpf_uprobe_bash_readline'
[2025-03-11 15:02:01.843924] [171420] [debug] Initializing event ebpf_uprobe_bash_readline
[2025-03-11 15:02:01.843936] [171420] [debug] get_supported_ebpf_object: called for 'ebpf_uprobe_bash_readline' type
[2025-03-11 15:02:01.843939] [171420] [debug] perf_ebpf_object::init_hooks: called for ebpf_uprobe_bash_readline
[2025-03-11 15:02:01.843955] [171420] [debug] Setting ebpf probe for s1_50033__readline_103_exit - /usr/lib64/libreadline.so.8.1:156880
[2025-03-11 15:02:01.843987] [171420] [debug] Creating uretprobe for '/usr/lib64/libreadline.so.8.1:156880', using dynamic_pmu approach
[2025-03-11 15:02:01.843991] [171420] [debug] Setting ebpf probe for s1_50033__readline_100_exit - /usr/bin/bash:857888
[2025-03-11 15:02:01.843999] [171420] [debug] Creating uretprobe for '/usr/bin/bash:857888', using dynamic_pmu approach
[2025-03-11 15:02:01.844001] [171420] [info] perf_ebpf_object: initialized 2 hooks for type 'ebpf_uprobe_bash_readline'
[2025-03-11 15:02:01.844009] [171420] [debug] adding sample handler for 50033
[2025-03-11 15:02:01.844012] [171420] [debug] sample handler for 50033 is already exist with 1 handlers
[2025-03-11 15:02:01.844018] [171420] [info] open_event_hooks: ebpf_uprobe_bash_readline: 2 hooks
[2025-03-11 15:02:01.849438] [171420] [debug] eBPF program fd 256 attached to perf fd 257
[2025-03-11 15:02:01.849549] [171420] [debug] eBPF program fd 253 attached to perf fd 258
[2025-03-11 15:02:01.849555] [171420] [trace] Adding event of type 50033
[2025-03-11 15:02:01.849560] [171420] [trace] Added event fd 257 to main fd 20 (CPU 0)
[2025-03-11 15:02:01.849564] [171420] [trace] Adding event of type 50033
[2025-03-11 15:02:01.849566] [171420] [trace] Added event fd 258 to main fd 20 (CPU 0)
[2025-03-11 15:02:01.849582] [171420] [info] open_event_hooks: ebpf_uprobe_bash_readline: 2 hooks
[2025-03-11 15:02:01.849584] [171420] [debug] hook_ebpf: handling cpu id 1 for 's1_50033__readline_103_exit', creating a dummy fd
[2025-03-11 15:02:01.849586] [171420] [debug] hook_ebpf: handling cpu id 1 for 's1_50033__readline_100_exit', creating a dummy fd
[2025-03-11 15:02:01.849588] [171420] [trace] Adding event of type 50033
[2025-03-11 15:02:01.849639] [171420] [trace] Adding event of type 50033
[2025-03-11 15:02:01.849650] [171420] [debug] container_uprobes: monitoring event ebpf_uprobe_bash_readline
[2025-03-11 15:02:01.849658] [171420] [debug] Initializing event bash_bind_variable
[2025-03-11 15:02:01.849663] [171420] [info] libbpf s1 constant 'dynamic_sample_enabled' set to 'enabled'
[2025-03-11 15:02:01.849740] [171420] [debug] available_versions: core,5.11.0-16
[2025-03-11 15:02:01.849744] [171420] [debug] init_ebpf_object: checking version 'core' for 'uprobe_bash_bind_variable' eBPF
[2025-03-11 15:02:01.867989] [171420] [debug] hook_ebpf: section name: uprobe//bin/bash:bind_variable, tracefs hook name: s1_50034__bind_variable_104_enter, ebpf_type: 50034, skip: false, event buffer type: perf
[2025-03-11 15:02:01.868282] [171420] [info] loaded eBPF object: path: /opt/sentinelone/ebpfs/core/bash_bind_variable_kern.o, name: bash_bind_varia, programs (1), maps (4). eBPF programs: [name: bpf_prog, section name: uprobe//bin/bash:bind_variable, insns: 52, prog_type: kprobe, fd: 262], eBPF maps: [name: tmp_storage_map, fd: 260, type: per_cpu, max_entries: 1, key_size: 4, value_size: 580] [name: events_map, fd: 261, type: perf_event, max_entries: 2048, key_size: 4, value_size: 4] [name: s1_pex, fd: 263, type: hash, max_entries: 4194304, key_size: 4, value_size: 1] [name: s1_mex, fd: 264, type: hash, max_entries: 512, key_size: 4, value_size: 1], eBPF links:
[2025-03-11 15:02:01.868327] [171420] [debug] Run eBPF test for 'bash_bind_variable_kern.o', 'ebpf_uprobe_bash_bind_variable', test params: /opt/sentinelone/ebpfs/test_ebpf bash_bind_variable --object=/opt/sentinelone/ebpfs/core/bash_bind_variable_kern.o --missing-caps
[2025-03-11 15:02:01.870390] [171420] [debug] run_ebpf_test: pid 171485
[2025-03-11 15:02:01.870430] [171420] [debug] Excluding PID 171485
[2025-03-11 15:02:02.870953] [171420] [info] eBPF test for 'bash_bind_variable_kern.o', 'ebpf_uprobe_bash_bind_variable' pass successfully
[2025-03-11 15:02:02.870994] [171420] [debug] Initializing event ebpf_uprobe_bash_bind_variable
[2025-03-11 15:02:02.870997] [171420] [debug] get_supported_ebpf_object: called for 'ebpf_uprobe_bash_bind_variable' type
[2025-03-11 15:02:02.870999] [171420] [debug] perf_ebpf_object::init_hooks: called for ebpf_uprobe_bash_bind_variable
[2025-03-11 15:02:02.871039] [171420] [debug] Setting ebpf probe for s1_50034__bind_variable_104_enter - /usr/bin/bash:360672
[2025-03-11 15:02:02.871069] [171420] [debug] Creating uprobe for '/usr/bin/bash:360672', using dynamic_pmu approach
[2025-03-11 15:02:02.871072] [171420] [info] perf_ebpf_object: initialized 1 hooks for type 'ebpf_uprobe_bash_bind_variable'
[2025-03-11 15:02:02.871083] [171420] [debug] adding sample handler for 50034
[2025-03-11 15:02:02.871091] [171420] [info] open_event_hooks: ebpf_uprobe_bash_bind_variable: 1 hooks
[2025-03-11 15:02:02.876719] [171420] [debug] eBPF program fd 262 attached to perf fd 265
[2025-03-11 15:02:02.876731] [171420] [trace] Adding event of type 50034
[2025-03-11 15:02:02.876737] [171420] [trace] Added event fd 265 to main fd 20 (CPU 0)
[2025-03-11 15:02:02.876750] [171420] [info] open_event_hooks: ebpf_uprobe_bash_bind_variable: 1 hooks
[2025-03-11 15:02:02.876756] [171420] [debug] hook_ebpf: handling cpu id 1 for 's1_50034__bind_variable_104_enter', creating a dummy fd
[2025-03-11 15:02:02.876757] [171420] [trace] Adding event of type 50034
[2025-03-11 15:02:02.876774] [171420] [debug] container_uprobes: monitoring event ebpf_uprobe_bash_bind_variable
[2025-03-11 15:02:02.876780] [171420] [debug] Initializing event bash_unbind_variable
[2025-03-11 15:02:02.876787] [171420] [info] libbpf s1 constant 'dynamic_sample_enabled' set to 'enabled'
[2025-03-11 15:02:02.876872] [171420] [debug] available_versions: core,5.11.0-16
[2025-03-11 15:02:02.876876] [171420] [debug] init_ebpf_object: checking version 'core' for 'uprobe_bash_unbind_variable' eBPF
[2025-03-11 15:02:02.887587] [171420] [debug] hook_ebpf: section name: uprobe//bin/bash:unbind_variable, tracefs hook name: s1_50037__unbind_variable_105_enter, ebpf_type: 50037, skip: false, event buffer type: perf
[2025-03-11 15:02:02.887786] [171420] [info] loaded eBPF object: path: /opt/sentinelone/ebpfs/core/bash_unbind_variable_kern.o, name: bash_unbind_var, programs (1), maps (4). eBPF programs: [name: bpf_prog, section name: uprobe//bin/bash:unbind_variable, insns: 46, prog_type: kprobe, fd: 269], eBPF maps: [name: tmp_sample_storage, fd: 267, type: per_cpu, max_entries: 1, key_size: 4, value_size: 68] [name: events_map, fd: 268, type: perf_event, max_entries: 2048, key_size: 4, value_size: 4] [name: s1_pex, fd: 270, type: hash, max_entries: 4194304, key_size: 4, value_size: 1] [name: s1_mex, fd: 271, type: hash, max_entries: 512, key_size: 4, value_size: 1], eBPF links:
[2025-03-11 15:02:02.887802] [171420] [debug] Run eBPF test for 'bash_unbind_variable_kern.o', 'ebpf_uprobe_bash_unbind_variable', test params: /opt/sentinelone/ebpfs/test_ebpf bash_unbind_variable --object=/opt/sentinelone/ebpfs/core/bash_unbind_variable_kern.o --missing-caps
[2025-03-11 15:02:02.888792] [171420] [debug] run_ebpf_test: pid 171488
[2025-03-11 15:02:02.888820] [171420] [debug] Excluding PID 171488
[2025-03-11 15:02:03.889688] [171420] [info] eBPF test for 'bash_unbind_variable_kern.o', 'ebpf_uprobe_bash_unbind_variable' pass successfully
[2025-03-11 15:02:03.889783] [171420] [debug] Initializing event ebpf_uprobe_bash_unbind_variable
[2025-03-11 15:02:03.889787] [171420] [debug] get_supported_ebpf_object: called for 'ebpf_uprobe_bash_unbind_variable' type
[2025-03-11 15:02:03.889789] [171420] [debug] perf_ebpf_object::init_hooks: called for ebpf_uprobe_bash_unbind_variable
[2025-03-11 15:02:03.889813] [171420] [debug] Setting ebpf probe for s1_50037__unbind_variable_105_enter - /usr/bin/bash:371616
[2025-03-11 15:02:03.889866] [171420] [debug] Creating uprobe for '/usr/bin/bash:371616', using dynamic_pmu approach
[2025-03-11 15:02:03.889870] [171420] [info] perf_ebpf_object: initialized 1 hooks for type 'ebpf_uprobe_bash_unbind_variable'
[2025-03-11 15:02:03.889882] [171420] [debug] adding sample handler for 50037
[2025-03-11 15:02:03.889889] [171420] [info] open_event_hooks: ebpf_uprobe_bash_unbind_variable: 1 hooks
[2025-03-11 15:02:03.901639] [171420] [debug] eBPF program fd 269 attached to perf fd 272
[2025-03-11 15:02:03.901647] [171420] [trace] Adding event of type 50037
[2025-03-11 15:02:03.901657] [171420] [trace] Added event fd 272 to main fd 20 (CPU 0)
[2025-03-11 15:02:03.901699] [171420] [info] open_event_hooks: ebpf_uprobe_bash_unbind_variable: 1 hooks
[2025-03-11 15:02:03.901705] [171420] [debug] hook_ebpf: handling cpu id 1 for 's1_50037__unbind_variable_105_enter', creating a dummy fd
[2025-03-11 15:02:03.901713] [171420] [trace] Adding event of type 50037
[2025-03-11 15:02:03.901735] [171420] [debug] container_uprobes: monitoring event ebpf_uprobe_bash_unbind_variable
[2025-03-11 15:02:03.901744] [171420] [debug] Initializing event python_exec
